,0,1,2
2231,Rhode Island Philharmonic Orchestra & Music School,85,3
2232,INSIGHT,100,4
2233,United Way of Rhode Island,100,4
2234,Boys & Girls Clubs of Newport County,85,3
2235,Potter League for Animals,100,4
2236,Save The Bay - Narragansett Bay,100,4
2237,Special Olympics of Rhode Island,77,2
2238,Rhode Island Community Food Bank,97,4
2239,Ronald McDonald House Charities of New England Inc.,96,4
2240,Rhode Island Public Radio,87,3
2241,Providence Rescue Mission,67,1
2242,Blithewold,89,3
2243,Rhode Island Zoological Society,100,4
2244,Gloria Gemma Breast Cancer Resource Foundation,77,2
2245,Plan International USA,100,4
2246,International Tennis Hall of Fame,89,3
2247,Community Preparatory School,85,3
2248,Trinity Repertory Company,96,4
2249,The Haitian Project,81,3
2250,Waterfire Providence,85,3
2251,The College Crusade of Rhode Island,100,4
2252,Naval War College Foundation,96,4
2253,American Leprosy Missions,97,4
2254,Dining for Women,100,4
2255,Metanoia,96,4
2256,Charleston Wine + Food,93,4
2257,Transitions Homeless Recovery Center,100,4
2258,Barrier Islands Free Medical Clinic,85,3
2259,Southeastern Children's Home,96,4
2260,Tara Hall,85,3
2261,Congressional Medal of Honor Foundation,90,4
2262,OneWorld Health,81,3
2263,International Primate Protection League,100,4
2264,Boys and Girls Club of Aberdeen Area,85,3
2265,Dakota Indian Foundation,81,3
2266,National Music Museum,66,1
2267,Friends of South Dakota Public Broadcasting,96,4
2268,Feeding South Dakota,100,4
2269,The CornerStone Rescue Mission,96,4
2270,Crazy Horse Memorial Foundation,93,4
2271,Boy Scouts of America Sioux Council,85,3
2272,YMCA of Sioux Falls,85,3
2273,Sioux Empire United Way,89,3
2274,Sioux Falls Area Humane Society,73,2
2275,United Way of the Black Hills,89,3
2276,Rapid City Club for Boys,85,3
2277,Junior Achievement of South Dakota,86,3
2278,Watertown Community Foundation,92,4
2279,Special Olympics South Dakota,92,4
2280,Make-A-Wish Foundation of South Dakota,90,4
2281,The Banquet,81,3
2282,South Dakota Community Foundation,89,3
2283,Black Hills Area Habitat for Humanity,89,3
2284,Native American Heritage Association,100,4
2285,Sacred Heart Center,86,3
2286,Four Bands Community Fund,89,3
2287,LifeLight Communications,58,1
2288,South Dakota Symphony Orchestra,77,2
2289,Boys & Girls Club of Brookings,92,4
2290,The Luke Society,78,2
2291,New Hope Uganda Ministries,100,4
2292,AMG International,100,4
2293,Presbyterian Lay Committee,78,2
2294,Ducks Unlimited,97,4
2295,The Dawson McAllister Association,70,2
2296,Hands and Feet Project,74,2
2297,Downline Ministries,82,3
2298,Trinity HOPE,96,4
2299,Proclaiming Justice to the Nations,62,1
2300,Soles4Souls,96,4
2301,ArtsBuild,89,3
2302,Big Brothers Big Sisters of Middle Tennessee,89,3
2303,Smoky Mountain Children's Home,100,4
2304,United Way of Blount County,100,4
2305,Memphis Zoo,89,3
2306,Humane Society of Memphis & Shelby County,89,3
2307,Special Olympics Tennessee,90,4
2308,Schoolseed Foundation,85,3
2309,African Leadership,100,4
2310,Show Hope,96,4
2311,Freedom in Christ Ministries,96,4
2312,ALSAC - St. Jude Children's Research Hospital,100,4
2313,Crescent Project,63,1
2314,CBMC,100,4
2315,Sword of the Lord,59,1
2316,Christian Medical & Dental Associations,92,4
2317,Wetlands America Trust,97,4
2318,Justice & Mercy International,89,3
2319,The Next Door,89,3
2320,Nashville Rescue Mission,100,4
2321,Asia Society Texas Center,88,3
2322,Patriot Paws Service Dogs,100,4
2323,Juliette Fowler Properties,93,4
2324,Marathon Kids,100,4
2325,National Math + Science Initiative,93,4
2326,American Heart Association,97,4
2327,Iran Alive Ministries,66,1
2328,e3 Partners Ministries,96,4
2329,Andy Roddick Foundation,89,3
2330,Common Threads,100,4
2331,Soldiers' Angels,97,4
2332,"Sewa International, Inc",100,4
2333,Baitulmaal AHED,100,4
2334,Prison Entrepreneurship Program,96,4
2335,Discovery Green Conservancy,89,3
2336,Texas Muslim Women's Foundation,89,3
2337,Caring for Cambodia,96,4
2338,George W. Bush Presidential Center,89,3
2339,Operation Finally Home,96,4
2340,National Football Foundation,81,3
2341,SMVA Trust,74,2
2342,Texas State Aquarium,96,4
2343,Museum of South Texas History,92,4
2344,Hiway 80 Rescue Mission Ministries,62,1
2345,Christ's Haven for Children,90,4
2346,Meals on Wheels Central Texas,100,4
2347,EvanTell,100,4
2348,Citizens for Animal Protection,100,4
2349,Assistance League of Austin,96,4
2350,"Christian Community Action, Texas",93,4
2351,Wildlands Network,82,3
2352,Clear Horizons Academy,59,1
2353,Best Friends Animal Society,100,4
2354,The Rescue Mission of Salt Lake,93,4
2355,The Christmas Box International,96,4
2356,Four Corners School of Outdoor Education,82,3
2357,Mentors International,100,4
2358,Utah Symphony & Opera,96,4
2359,Ronald McDonald House Charities of the Intermountain Area,97,4
2360,Make-A-Wish Foundation of Utah,97,4
2361,CHOICE Humanitarian,97,4
2362,Charity Vision,92,4
2363,Lifting Generations,77,2
2364,Globus Relief,100,4
2365,Hale Centre Theatre,89,3
2366,This Is The Place Foundation,85,3
2367,U.S. Ski and Snowboard Team Foundation,96,4
2368,HawkWatch International,100,4
2369,Utah Food Bank,100,4
2370,The Road Home,96,4
2371,YWCA Utah,100,4
2372,"Boy Scouts of America, Trapper Trails Council",85,3
2373,Utah Museum of Contemporary Art,100,4
2374,United Way of Northern Utah,93,4
2375,Junior Achievement of Utah,85,3
2376,United Way of Salt Lake,96,4
2377,Humane Society of Utah,100,4
2378,Ballet West,100,4
2379,Planned Parenthood Association of Utah,82,3
2380,Crossroads Urban Center,97,4
2381,Guadalupe School,97,4
2382,Special Olympics Utah,92,4
2383,Lantern House,85,3
2384,Voices for Utah Children,92,4
2385,Food and Care Coalition,77,2
2386,American Indian Services,100,4
2387,Tread Lightly!,70,2
2388,Adopt-A-Native-Elder Program,100,4
2389,Habitat for Humanity of Utah County,96,4
2390,Community Action Services and Food Bank,93,4
2391,Utah Festival Opera & Musical Theatre,81,3
2392,Park City Institute,66,1
2393,Fourth Street Clinic,100,4
2394,Friends of MS Charities,63,1
2395,Christian Center Of Park City,93,4
2396,Utah Sports Commission,85,3
2397,And Justice for All,93,4
2398,The Boys & Girls Clubs of Weber-Davis,62,1
2399,Eye Care for Kids,82,3
2400,Green Mountain Club,89,3
2401,New England Kurn Hattin Homes,100,4
2402,Boys & Girls Club of Burlington,93,4
2403,Shelburne Museum ,74,2
2404,Vermont Historical Society,92,4
2405,Fairbanks Museum & Planetarium,70,2
2406,Bennington Museum,85,3
2407,United Way of Northwest Vermont,92,4
2408,United Way of Addison County,96,4
2409,Planned Parenthood of Northern New England,96,4
2410,Vermont Natural Resources Council,81,3
2411,Yellow Barn,62,1
2412,Shelburne Farms,89,3
2413,Vermont Institute of Natural Science,93,4
2414,Vermont Public Radio,100,4
2415,Flynn Center for the Performing Arts,89,3
2416,Upper Valley Haven,93,4
2417,Preservation Trust of Vermont,81,3
2418,Committee on Temporary Shelter,89,3
2419,ReSOURCE,96,4
2420,ECHO Lake Aquarium and Science Center,89,3
2421,Population Media Center,100,4
2422,Himalayan Cataract Project,100,4
2423,Northern Stage Company,77,2
2424,Coming Clean,89,3
2425,Weston Playhouse Theatre,81,3
2426,Vermont PBS,97,4
2427,Vermont Foodbank,100,4
2428,Northeast Organic Farming Association of Vermont,89,3
2429,King Street Center,85,3
2430,"Friends of Hildene dba Hildene, The Lincoln Family Home",77,2
2431,The BOMA Project,89,3
2432,Russian Arts Foundation,93,4
2433,USO,93,4
2434,Mental Health America,96,4
2435,American Diabetes Association,97,4
2436,United Way Worldwide,100,4
2437,Horatio Alger Association of Distinguished Americans,96,4
2438,Asthma and Allergy Foundation of America,93,4
2439,March of Dimes,97,4
2440,National Council on Aging,100,4
2441,TechnoServe,96,4
2442,American Society of Transplant Surgeons,89,3
2443,National Arts Strategies,89,3
2444,"The ALS Association, National Office",97,4
2445,Galapagos Conservancy,97,4
2446,Interstitial Cystitis Association,93,4
2447,Rainforest Trust,100,4
2448,Equal Justice America,93,4
2449,Food Allergy Research & Education,100,4
2450,American Foundation for the Blind,92,4
2451,"Foundation for Physical Therapy Research,  Inc.",100,4
2452,Church Hill Activities and Tutoring,100,4
2453,Operation First Response,100,4
2454,Spirit of America,96,4
2455,NetHope,93,4
2456,Marine Toys for Tots Foundation,97,4
2457,Thanks USA,96,4
2458,Mercy Chefs,66,1
2459,Hope For The Warriors®,100,4
2460,The Joshua Fund,93,4
2461,Focused Ultrasound Foundation,100,4
2462,USO Foundation,93,4
2463,Colonial Heights Food Pantry,77,2
2464,Marine Corps Scholarship Foundation,100,4
2465,Institute for Global Engagement,100,4
2466,The American Spectator Foundation,69,1
2467,Community Foundation for a Greater Richmond,96,4
2468,Wolf Trap Foundation for the Performing Arts,93,4
2469,Young America's Foundation,89,3
2470,Academy of Fine Arts,74,2
2471,Virginia Museum of Contemporary Art,93,4
2472,Science Museum of Virginia Foundation,89,3
2473,United Way of Greater Richmond & Petersburg,96,4
2474,Bradley Free Clinic of Roanoke Valley,86,3
2475,Rare,100,4
2476,"The Women's Center, Virginia",96,4
2477,Meals On Wheels America,96,4
2478,Christian Alliance for Orphans,100,4
2479,Western Tidewater Free Clinic,89,3
2480,The National GEM Consortium,93,4
2481,Jamestown-Yorktown Foundation,88,3
2482,Montpelier Foundation,93,4
2483,Conquer Cancer Foundation of the American Society of Clinical Oncology,97,4
2484,Cheetah Conservation Fund,100,4
2485,Navy SEAL Foundation,100,4
2486,Prison Fellowship Ministries Foundation,100,4
2487,Coast Guard Mutual Assistance,100,4
2488,GRIST,93,4
2489,visionSynergy,89,3
2490,OneAmerica,89,3
2491,Water 1st International,100,4
2492,Camp Korey,100,4
2493,Jubilee REACH,96,4
2494,Center for Children & Youth Justice,88,3
2495,Malaria No More Fund,92,4
2496,Family Peace Association,48,0
2497,The Henry Art Gallery,85,3
2498,Second Harvest Inland Northwest,100,4
2499,Friends of KSPS,96,4
2500,Intiman Theatre,82,3
2501,Bainbridge Island Museum of Art,77,2
2502,Land Hope Life,100,4
2503,Big Life Foundation USA,96,4
2504,IslandWood,96,4
2505,Music For Life Institute,85,3
2506,Real Escape From the Sex Trade,77,2
2507,Chestnut Mountain Ranch,89,3
2508,CAMC Foundation,84,3
2509,Appalachian Trail Conservancy,97,4
2510,National Humane Education Society,97,4
2511,West Virginia Symphony Orchestra,81,3
2512,"Boy Scouts of America, Buckskin Council",85,3
2513,Huntington Museum of Art,100,4
2514,United Way of Central West Virginia,93,4
2515,United Way of Harrison County,82,3
2516,United Way of Monongalia and Preston Counties,89,3
2517,United Way of Southern West Virginia,85,3
2518,Facing Hunger,96,4
2519,Big Green Scholarship Foundation,81,3
2520,The Clay Center for the Arts & Sciences of West Virginia,96,4
2521,Union Mission,71,2
2522,United Way of the Eastern Panhandle,92,4
2523,Cornucopia Institute Incorporated,100,4
2524,National Archery in the Schools Program,89,3
2525,Radio Milwaukee,96,4
2526,Fidelis Center for Law and Justice,63,1
2527,"The River Food Pantry, Inc",100,4
2528,Ballotpedia,93,4
2529,"United Way of Washington County, WI",89,3
2530,Friends of Wisconsin Public Television,94,4
2531,Wisconsin Public Radio Association,81,3
2532,Coulee Region Humane Society,89,3
2533,Time of Grace Ministry,100,4
2534,9to5 National Association of Working Women,85,3
2535,InterVarsity Christian Fellowship/USA,100,4
2536,Fort Wilderness Ministries,81,3
2537,United Way of Greater Milwaukee & Waukesha County,96,4
2538,YMCA of the Fox Cities,93,4
2539,YMCA of Dane County,96,4
2540,Neighborhood House of Milwaukee,92,4
2541,YWCA of Greater Green Bay,74,2
2542,United Way of Kenosha County,93,4
2543,Boys & Girls Clubs of Greater Milwaukee,81,3
2544,Brown County United Way,96,4
2545,Kids Forward,89,3
2546,Milwaukee Jewish Federation,100,4
2547,Milwaukee Art Museum,97,4
2548,Catholic Charities of the Archdiocese of Milwaukee,100,4
2549,Dane County Humane Society,100,4
2550,COA Youth & Family Centers,100,4
2551,United Way of Racine County,100,4
2552,Bethesda Lutheran Communities,96,4
2553,United Way of Sheboygan County,92,4
2554,Goodwill Industries of Southeastern Wisconsin,100,4
2555,Wisconsin Humane Society,97,4
2556,United Way of Dane County,100,4
2557,Junior Achievement of Wisconsin,96,4
2558,"United Way of Portage County, WI",100,4
2559,Great Rivers United Way,89,3
2560,Planned Parenthood of Wisconsin,82,3
2561,Brain Chemistry Labs,93,4
2562,Grand Teton Music Festival,97,4
2563,Boys & Girls Clubs of Central Wyoming,85,3
2564,National Museum of Wildlife Art,93,4
2565,Buffalo Bill Center of the West,93,4
2566,United Way of Natrona County,93,4
2567,United Way of Laramie County,97,4
2568,Teton Science Schools,92,4
2569,Dancers Workshop,67,1
2570,United Way of Southwest Wyoming,96,4
2571,Jackson Hole Conservation Alliance,81,3
2572,Wyoming Outdoor Council,81,3
2573,Wyoming Community Foundation,89,3
2574,Boys & Girls Club of Cheyenne,89,3
2575,Community Center for the Arts,92,4
2576,Grand Teton National Park Foundation,100,4
